,Names,Geometry,Address,Lattitude,Longitude,Category
754,Frederick Schultz Ancient Art,POINT (-73.98069884494643 40.78690228343233),325 W 82nd St,40.78690228343233,-73.98069884494643,Art_Gallery
755,Fredericks Freiser Gallery,POINT (-74.0051961895703 40.74706888848231),504 W. 22nd St.,40.74706888848231,-74.0051961895703,Art_Gallery
756,Frederieke Taylor Gallery,POINT (-74.00623829502504 40.74784537034997),535 W 22nd St,40.74784537034997,-74.00623829502504,Art_Gallery
757,Frei-Nathan Susan Fine Works On Paper Llc,POINT (-73.95473116061781 40.774331362688265),245 E 80th St,40.774331362688265,-73.95473116061781,Art_Gallery
758,Friedman Vallois Llc,POINT (-73.96744385873235 40.76858930269392),27 E 67th St,40.76858930269392,-73.96744385873235,Art_Gallery
759,Friedrich Petzel Gallery,POINT (-74.0060955850063 40.74785399223359),535 W. 22nd St.,40.74785399223359,-74.0060955850063,Art_Gallery
760,Frielich Bros-Deutsch Bros,POINT (-73.99481412195294 40.72722478022204),670 Broadway,40.72722478022204,-73.99481412195294,Art_Gallery
761,Friends of Bezalel Academy,POINT (-73.98073127343689 40.75313966691115),501 5th Ave,40.75313966691115,-73.98073127343689,Art_Gallery
762,Fulton Plaza,POINT (-74.00704683072064 40.709589772433894),106 Fulton St,40.709589772433894,-74.00704683072064,Art_Gallery
763,Fulton St Art Gallery,POINT (-74.0058906552173 40.70746874115894),116 John St,40.70746874115894,-74.0058906552173,Art_Gallery
764,G P L Promotions Ltd,POINT (-73.9820716102324 40.74955563966176),220 Madison Ave,40.74955563966176,-73.9820716102324,Art_Gallery
765,Gagosian Gallery Chelsea,POINT (-74.00539200905294 40.74908343886072),555 W 24th St,40.74908343886072,-74.00539200905294,Art_Gallery
766,Gagosian Gallery Uptown,POINT (-73.96358044738228 40.77483505925351),980 Madison Ave,40.77483505925351,-73.96358044738228,Art_Gallery
767,Galerie Des Arts Ltd,POINT (-73.96420493195589 40.774418719275054),18 E 76th St,40.774418719275054,-73.96420493195589,Art_Gallery
768,Galerie Thomas,POINT (-74.00283704393195 40.73581223354875),41 Perry St,40.73581223354875,-74.00283704393195,Art_Gallery
769,Galleria On Third,POINT (-73.9771880235982 40.7464019802216),529 3rd Ave,40.7464019802216,-73.9771880235982,Art_Gallery
770,Galleria Ramis Barquet Ny Ltd,POINT (-73.9717918765114 40.76241422294618),41 E 57th St,40.76241422294618,-73.9717918765114,Art_Gallery
771,Gallery 151,POINT (-73.99204713700522 40.72674329135941),350 Bowery,40.72674329135941,-73.99204713700522,Art_Gallery
772,Gallery 292,POINT (-74.00008646178615 40.72505115926186),120 Wooster St,40.72505115926186,-74.00008646178615,Art_Gallery
773,Gallery 49,POINT (-73.98751492176174 40.76183838880812),310 W 49th St,40.76183838880812,-73.98751492176174,Art_Gallery
774,Gallery 71 Inc,POINT (-73.96299598715007 40.76963622268238),974 Lexington Ave,40.76963622268238,-73.96299598715007,Art_Gallery
775,Gallery 91,POINT (-74.00215738341032 40.72140576655862),91 Grand St,40.72140576655862,-74.00215738341032,Art_Gallery
776,Gallery at the American Bible Society,POINT (-73.98273876090653 40.770253984977735),1865 Broadway,40.770253984977735,-73.98273876090653,Art_Gallery
777,Gallery at the New York School of Interior Design,POINT (-73.96246362850043 40.76856417031806),170 E. 70th St.,40.76856417031806,-73.96246362850043,Art_Gallery
778,Gallery Bai Inc,POINT (-73.99627932016458 40.76059646482155),520 W 43rd St,40.76059646482155,-73.99627932016458,Art_Gallery
779,Gallery Henoch,POINT (-74.0052608577384 40.75012695130152),555 W 25th St,40.75012695130152,-74.0052608577384,Art_Gallery
780,Gallery of Ireland,POINT (-73.91369900852506 40.74795986909378),3931 50th Street,40.74795986909378,-73.91369900852506,Art_Gallery
781,Gardner & Barr Inc,POINT (-73.96278275783858 40.76174806416189),305 E 61th St,40.76174806416189,-73.96278275783858,Art_Gallery
782,Garth Clark Gallery,POINT (-73.97564540681256 40.763285421445794),24 W 57th St,40.763285421445794,-73.97564540681256,Art_Gallery
783,Garth Clark Gallery's Project Space,POINT (-73.94831899229405 40.74618053918587),4546 21st St,40.74618053918587,-73.94831899229405,Art_Gallery
784,Gasser & Grunert,POINT (-74.00736219552937 40.74558377584045),524 W 19th St,40.74558377584045,-74.00736219552937,Art_Gallery
785,Gavin Brown's Enterprise Corp,POINT (-74.0085930244375 40.730549913427986),620 Greenwich St,40.730549913427986,-74.0085930244375,Art_Gallery
786,Generous Miracles Space Ltd,POINT (-74.00701008815427 40.746693728761855),529 W 20th St,40.746693728761855,-74.00701008815427,Art_Gallery
787,George Adams Gallery,POINT (-74.0040267783162 40.750253994005206),525 West 26th Street,40.750253994005206,-74.0040267783162,Art_Gallery
788,George Billis Gallery,POINT (-74.00542747653267 40.75007756252589),555 W 25th St,40.75007756252589,-74.00542747653267,Art_Gallery
789,Geos Art Gallery and Tuxedos,POINT (-73.75061139959807 40.69203361424628),20019 119th Ave,40.69203361424628,-73.75061139959807,Art_Gallery
790,Gerold Wunderlich & Co,POINT (-73.97659530718671 40.76374157424417),50 W 57th St,40.76374157424417,-73.97659530718671,Art_Gallery
791,Gian Enzo Sperone,POINT (-74.00803261461144 40.72978028838602),603 Greenwich St,40.72978028838602,-74.00803261461144,Art_Gallery
792,Giraud Pissarro Segalot,POINT (-73.96355104844147 40.76906697162935),132 E 70th St,40.76906697162935,-73.96355104844147,Art_Gallery
793,Gleason Tim Gallery,POINT (-73.99427301826346 40.72170159769526),194 Elizabeth St,40.72170159769526,-73.99427301826346,Art_Gallery
794,Global Passages Inc,POINT (-73.9655111637798 40.76214537207265),205 E 60th St,40.76214537207265,-73.9655111637798,Art_Gallery
795,Godel & Co Inc,POINT (-73.96478601469289 40.77181138928517),39 E 72nd St,40.77181138928517,-73.96478601469289,Art_Gallery
796,Goedhuis Contemporary Ltd,POINT (-73.96297172599212 40.77396710832053),42 E 76th St,40.77396710832053,-73.96297172599212,Art_Gallery
797,Goethe-Institut Wyoming Building,POINT (-73.991118752324 40.726343191313894),5 East 3rd Street,40.726343191313894,-73.991118752324,Art_Gallery
798,Golden Caren Fine Arts,POINT (-74.00450469978173 40.750089379127566),526 W 26th St,40.750089379127566,-74.00450469978173,Art_Gallery
799,Goodman James Gallery,POINT (-73.9718797176169 40.76227754335042),41 E 57th St,40.76227754335042,-73.9718797176169,Art_Gallery
800,Grant Gallery,POINT (-74.00244284009406 40.72044661006158),7 Mercer St,40.72044661006158,-74.00244284009406,Art_Gallery
801,Great Modern Pictures,POINT (-73.98565422143587 40.74843274670205),EMPIRE STATE BUILDING,40.74843274670205,-73.98565422143587,Art_Gallery
802,Greeley Square Gallery,POINT (-73.98769078170102 40.74704275195677),32 W 31st St,40.74704275195677,-73.98769078170102,Art_Gallery
803,Green Essie Galleries Inc,POINT (-73.94466950657635 40.8263814767388),419 Convent Ave,40.8263814767388,-73.94466950657635,Art_Gallery
804,Greene Naftali Inc,POINT (-74.0043835006039 40.7500359783972),526 W 26th St,40.7500359783972,-74.0043835006039,Art_Gallery
805,Greene Space Gallery,POINT (-74.00004007257938 40.72450898614801),105 Greene St,40.72450898614801,-74.00004007257938,Art_Gallery
